ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME
936784,26-39,female,minority,10-19y,none,poverty,0.3706813762670471,0.0,before 2015,0.0,0.0,10238,17000.0,sedan,1,0,0,1.0
486729,65+,female,majority,30y+,high school,upper class,0.6381004203412624,0.0,before 2015,1.0,1.0,10238,,sedan,2,1,4,0.0
184752,40-64,male,majority,20-29y,university,upper class,0.5902217017469229,1.0,before 2015,1.0,1.0,10238,8000.0,sedan,4,0,3,0.0
247210,16-25,male,majority,0-9y,high school,poverty,0.3489212338027023,0.0,before 2015,0.0,1.0,32765,,sedan,0,0,0,1.0
498650,65+,male,minority,10-19y,high school,upper class,0.5127680383278216,1.0,before 2015,0.0,0.0,10238,18000.0,sedan,0,0,0,0.0
573078,26-39,male,majority,0-9y,high school,middle class,0.4403405026714519,1.0,before 2015,0.0,0.0,10238,18000.0,sedan,0,0,0,1.0
360818,65+,female,majority,30y+,university,upper class,,0.0,after 2015,1.0,1.0,10238,11000.0,sports car,2,1,0,0.0
483174,26-39,male,majority,0-9y,university,upper class,0.4801721956073917,1.0,before 2015,0.0,0.0,10238,14000.0,sedan,0,0,0,1.0
109870,65+,female,majority,0-9y,high school,upper class,0.5614622301842259,1.0,after 2015,1.0,1.0,32765,4000.0,sedan,0,0,0,0.0
566066,40-64,female,majority,20-29y,high school,upper class,0.6479272957531299,1.0,before 2015,0.0,1.0,10238,12000.0,sedan,1,0,1,0.0
78172,26-39,male,majority,10-19y,university,middle class,,1.0,before 2015,1.0,0.0,10238,9000.0,sports car,2,1,0,0.0
163282,16-25,female,majority,0-9y,high school,working class,0.2763445973341886,0.0,before 2015,0.0,1.0,10238,15000.0,sports car,0,0,0,1.0
941468,65+,male,majority,0-9y,university,upper class,0.5535450317966117,1.0,before 2015,1.0,1.0,10238,11000.0,sedan,0,0,0,0.0
993569,26-39,female,majority,10-19y,none,middle class,0.6144328631450537,1.0,before 2015,0.0,0.0,10238,16000.0,sedan,0,0,1,0.0
431314,26-39,male,majority,0-9y,university,middle class,0.6477554969922709,1.0,before 2015,1.0,1.0,10238,,sedan,0,0,0,0.0
327702,26-39,male,majority,10-19y,none,poverty,0.4637100759339165,1.0,before 2015,0.0,1.0,10238,12000.0,sedan,4,0,1,0.0
16991,65+,female,majority,20-29y,university,upper class,0.5722172659561666,1.0,before 2015,1.0,1.0,10238,9000.0,sports car,3,1,0,0.0
414136,16-25,male,minority,0-9y,none,poverty,0.2780592730162457,0.0,before 2015,0.0,0.0,32765,13000.0,sedan,0,0,0,1.0
383237,16-25,male,majority,0-9y,none,poverty,0.3108475813289624,1.0,before 2015,0.0,1.0,10238,,sedan,0,0,0,1.0
851152,26-39,female,majority,10-19y,none,working class,,0.0,before 2015,1.0,1.0,10238,,sedan,0,0,1,0.0
882775,16-25,female,majority,0-9y,high school,working class,0.4237711447220497,1.0,after 2015,0.0,0.0,32765,13000.0,sedan,0,0,0,1.0
509738,26-39,male,majority,0-9y,university,upper class,0.4562250485636365,1.0,after 2015,0.0,1.0,10238,13000.0,sedan,0,0,0,0.0
105389,26-39,female,majority,10-19y,none,working class,0.3350076408868216,1.0,before 2015,0.0,0.0,10238,16000.0,sedan,1,0,0,0.0
576932,16-25,female,majority,0-9y,university,working class,0.3524008983182698,0.0,before 2015,0.0,1.0,32765,12000.0,sedan,0,0,0,1.0
489949,65+,female,majority,10-19y,high school,upper class,0.692112519652541,1.0,before 2015,1.0,1.0,10238,13000.0,sedan,0,0,0,0.0
864601,16-25,male,majority,0-9y,high school,poverty,0.3398648345906033,0.0,before 2015,0.0,0.0,10238,16000.0,sedan,0,0,0,1.0
73883,26-39,female,majority,10-19y,university,upper class,0.687002119857287,0.0,before 2015,1.0,1.0,10238,9000.0,sedan,1,1,1,1.0
163142,65+,male,majority,30y+,university,upper class,0.5571016855346206,1.0,after 2015,0.0,1.0,10238,10000.0,sedan,9,0,3,0.0
112524,26-39,male,majority,10-19y,university,upper class,0.6527432465482012,1.0,before 2015,0.0,1.0,10238,11000.0,sedan,1,0,2,0.0
286212,16-25,male,majority,0-9y,high school,poverty,0.203690934418108,1.0,before 2015,0.0,0.0,10238,14000.0,sedan,0,0,0,1.0
625639,26-39,male,majority,10-19y,university,upper class,0.6859577669209735,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,1,2,1,0.0
772387,40-64,male,majority,20-29y,high school,middle class,0.5829767916139257,0.0,before 2015,1.0,1.0,10238,14000.0,sedan,2,0,1,0.0
552861,65+,male,majority,30y+,university,middle class,0.344829978720007,1.0,before 2015,0.0,1.0,32765,,sedan,6,1,2,0.0
84792,26-39,female,majority,10-19y,university,upper class,,1.0,after 2015,0.0,0.0,10238,12000.0,sedan,0,0,1,0.0
551000,40-64,male,majority,20-29y,university,upper class,0.6249151692479712,1.0,after 2015,0.0,1.0,10238,12000.0,sedan,2,0,1,0.0
440993,16-25,male,majority,0-9y,university,working class,0.3707348173567914,1.0,before 2015,0.0,0.0,10238,12000.0,sedan,0,0,0,1.0
162129,16-25,male,majority,0-9y,university,working class,0.5423278808698635,0.0,before 2015,0.0,0.0,32765,14000.0,sedan,0,0,0,1.0
772474,26-39,male,majority,10-19y,high school,poverty,0.3983986936411343,0.0,before 2015,1.0,1.0,10238,11000.0,sedan,1,0,1,0.0
990159,65+,male,majority,30y+,high school,upper class,0.6573853491786664,1.0,before 2015,1.0,1.0,10238,9000.0,sedan,7,0,8,0.0
217002,16-25,male,majority,0-9y,high school,poverty,0.3863880207638034,0.0,before 2015,0.0,0.0,10238,13000.0,sedan,0,0,0,1.0
965317,26-39,male,majority,0-9y,university,upper class,,0.0,after 2015,0.0,1.0,10238,11000.0,sedan,0,0,0,1.0
446063,16-25,male,majority,0-9y,none,poverty,0.371813066706245,0.0,before 2015,0.0,1.0,32765,8000.0,sedan,0,0,0,1.0
60951,16-25,female,majority,0-9y,high school,working class,0.3643273511086715,1.0,before 2015,0.0,0.0,32765,18000.0,sedan,0,0,0,1.0
466578,26-39,female,majority,10-19y,high school,middle class,0.5267473391434415,1.0,after 2015,0.0,1.0,10238,14000.0,sedan,0,0,0,0.0
640704,16-25,female,majority,0-9y,high school,working class,0.4338402932332741,1.0,before 2015,1.0,0.0,32765,11000.0,sedan,0,0,0,0.0
135565,26-39,female,majority,10-19y,university,working class,,0.0,before 2015,0.0,0.0,21217,13000.0,sedan,0,0,1,1.0
758277,16-25,male,majority,0-9y,high school,upper class,0.5066478748732997,1.0,before 2015,0.0,1.0,10238,17000.0,sedan,0,0,0,1.0
127862,26-39,male,majority,10-19y,high school,middle class,0.4682312487922276,0.0,after 2015,0.0,1.0,10238,,sedan,1,0,3,0.0
651342,40-64,male,majority,20-29y,high school,working class,0.51038152684021,1.0,before 2015,0.0,0.0,10238,15000.0,sedan,2,0,5,0.0
861645,40-64,male,majority,20-29y,high school,poverty,0.2651149490079868,0.0,before 2015,0.0,1.0,10238,14000.0,sedan,4,2,2,0.0
975718,40-64,female,majority,0-9y,university,upper class,0.4840149273174377,1.0,after 2015,1.0,1.0,10238,10000.0,sedan,0,0,0,0.0
225143,40-64,male,majority,20-29y,university,upper class,0.6150681575582413,1.0,after 2015,1.0,1.0,10238,11000.0,sedan,1,0,3,0.0
331467,26-39,male,majority,0-9y,none,poverty,0.298678278073503,0.0,before 2015,0.0,0.0,10238,16000.0,sedan,0,0,0,1.0
118073,26-39,male,majority,10-19y,high school,upper class,0.4149491483789273,1.0,before 2015,1.0,1.0,10238,9000.0,sedan,0,0,1,0.0
76313,65+,male,majority,20-29y,high school,upper class,0.6368800363562604,1.0,before 2015,1.0,1.0,32765,6000.0,sedan,10,0,3,0.0
545108,65+,female,majority,20-29y,none,middle class,0.527208345033553,1.0,before 2015,0.0,1.0,32765,13000.0,sedan,1,1,2,1.0
161832,40-64,female,majority,0-9y,none,working class,0.5038597346352107,0.0,before 2015,1.0,1.0,10238,11000.0,sedan,0,0,0,1.0
937771,26-39,male,majority,10-19y,high school,upper class,0.5411583382830242,1.0,after 2015,0.0,1.0,10238,10000.0,sedan,1,0,2,0.0
773045,65+,female,minority,20-29y,university,upper class,0.7351303352292949,0.0,after 2015,0.0,1.0,10238,11000.0,sedan,0,0,3,0.0
238126,40-64,male,majority,0-9y,university,upper class,0.502503312527169,1.0,after 2015,0.0,1.0,32765,7000.0,sedan,0,0,0,0.0
4747,40-64,female,majority,20-29y,none,middle class,0.6534312027273705,1.0,before 2015,0.0,1.0,10238,10000.0,sedan,0,0,0,0.0
607845,26-39,female,majority,10-19y,university,upper class,0.7008514124485435,1.0,before 2015,0.0,1.0,32765,10000.0,sedan,3,0,1,1.0
592880,26-39,male,majority,10-19y,high school,middle class,0.4584271899596414,0.0,after 2015,0.0,1.0,10238,17000.0,sedan,0,0,0,1.0
9289,16-25,female,majority,0-9y,university,upper class,0.6338175350480558,1.0,before 2015,1.0,1.0,10238,7000.0,sedan,0,0,0,1.0
855264,65+,female,majority,0-9y,university,upper class,0.6245493379924929,1.0,before 2015,0.0,1.0,32765,9000.0,sedan,0,0,0,1.0
348388,26-39,male,majority,10-19y,university,middle class,0.5418672821303814,0.0,before 2015,1.0,0.0,32765,6000.0,sedan,3,2,1,0.0
607487,65+,male,minority,30y+,high school,middle class,0.434205848653748,1.0,before 2015,1.0,1.0,10238,6000.0,sedan,6,1,8,0.0
590453,40-64,female,majority,20-29y,none,working class,,1.0,before 2015,0.0,1.0,92101,12000.0,sedan,2,0,0,0.0
89713,26-39,male,majority,0-9y,high school,middle class,0.5197055835934128,1.0,before 2015,0.0,0.0,10238,13000.0,sedan,0,0,0,1.0
495404,26-39,male,majority,0-9y,university,upper class,0.4966414602056878,1.0,after 2015,0.0,0.0,32765,14000.0,sedan,0,0,0,0.0
741452,16-25,female,minority,0-9y,high school,poverty,0.4575970504976258,1.0,before 2015,0.0,0.0,10238,15000.0,sedan,0,0,0,0.0
713809,16-25,female,majority,0-9y,high school,poverty,0.5284744290047411,0.0,before 2015,0.0,0.0,10238,20000.0,sedan,0,0,0,1.0
377194,40-64,female,majority,20-29y,high school,upper class,,1.0,after 2015,1.0,1.0,10238,10000.0,sports car,1,0,2,0.0
890778,40-64,female,majority,20-29y,university,middle class,0.5464164840061576,1.0,before 2015,1.0,0.0,10238,10000.0,sedan,4,0,3,0.0
112454,26-39,male,majority,0-9y,none,poverty,0.3482357882933829,0.0,before 2015,1.0,1.0,32765,7000.0,sedan,0,0,0,1.0
628082,26-39,male,majority,10-19y,high school,working class,0.4606261840596258,1.0,before 2015,1.0,0.0,32765,10000.0,sedan,3,1,2,0.0
35051,26-39,female,majority,0-9y,high school,working class,0.2428566469410784,1.0,before 2015,1.0,1.0,10238,11000.0,sedan,0,0,0,0.0
211993,65+,male,majority,10-19y,university,upper class,0.5528902169259813,1.0,before 2015,1.0,1.0,10238,9000.0,sedan,2,1,5,0.0
372985,16-25,female,majority,0-9y,university,working class,0.4834977826092593,0.0,before 2015,0.0,1.0,10238,9000.0,sedan,0,0,0,1.0
840029,26-39,female,minority,10-19y,none,poverty,0.3489741682186933,0.0,before 2015,0.0,1.0,10238,14000.0,sedan,0,0,0,0.0
525422,26-39,male,majority,0-9y,university,upper class,0.6292971341820589,1.0,after 2015,1.0,1.0,10238,10000.0,sedan,0,0,0,0.0
24843,16-25,male,majority,0-9y,high school,poverty,0.3651767737128879,0.0,before 2015,0.0,1.0,10238,7000.0,sedan,0,0,0,1.0
983137,26-39,female,minority,10-19y,none,working class,0.4528159473200856,0.0,before 2015,0.0,1.0,32765,12000.0,sedan,0,0,0,1.0
607238,65+,male,majority,30y+,university,upper class,0.7123848645541435,1.0,before 2015,1.0,1.0,10238,9000.0,sedan,3,0,6,0.0
215537,16-25,female,majority,0-9y,high school,working class,0.5092381076694258,0.0,after 2015,1.0,0.0,10238,,sedan,0,0,0,0.0
384487,16-25,male,majority,0-9y,high school,working class,,0.0,before 2015,0.0,0.0,10238,13000.0,sedan,0,0,0,1.0
921978,40-64,male,minority,20-29y,none,working class,0.2917081032559605,0.0,after 2015,0.0,1.0,32765,10000.0,sedan,9,0,2,0.0
171600,26-39,female,majority,10-19y,none,poverty,0.4475562405871088,1.0,before 2015,0.0,0.0,10238,17000.0,sedan,1,0,0,1.0
580209,40-64,male,minority,10-19y,high school,upper class,0.7243925070753335,1.0,after 2015,1.0,1.0,10238,7000.0,sedan,2,0,4,0.0
855349,26-39,male,majority,10-19y,high school,middle class,0.7534458230449081,1.0,before 2015,0.0,0.0,32765,12000.0,sedan,4,0,1,0.0
657711,26-39,male,majority,10-19y,high school,upper class,0.6074493976689813,1.0,after 2015,0.0,0.0,10238,20000.0,sedan,0,1,1,1.0
390473,26-39,male,majority,10-19y,high school,working class,,1.0,before 2015,0.0,1.0,10238,16000.0,sports car,0,1,1,0.0
161784,26-39,female,majority,0-9y,none,poverty,0.2076497221944782,0.0,before 2015,1.0,1.0,10238,11000.0,sedan,0,0,0,1.0
913429,65+,female,majority,30y+,university,upper class,0.7573618236272646,1.0,before 2015,0.0,1.0,10238,11000.0,sedan,3,1,0,0.0
210010,65+,male,majority,0-9y,university,upper class,0.6207631255663467,1.0,after 2015,1.0,1.0,32765,7000.0,sedan,0,0,0,1.0
422329,65+,female,majority,30y+,university,upper class,,1.0,before 2015,0.0,1.0,10238,10000.0,sedan,5,0,1,0.0
63508,16-25,female,majority,0-9y,high school,poverty,0.4287138097752097,0.0,before 2015,1.0,1.0,10238,13000.0,sedan,0,0,0,1.0
233711,40-64,female,majority,20-29y,university,upper class,0.612433309524402,1.0,before 2015,0.0,1.0,10238,10000.0,sedan,0,0,2,0.0
705310,40-64,male,minority,0-9y,none,middle class,0.385141018106485,1.0,after 2015,1.0,0.0,10238,13000.0,sedan,0,0,0,0.0
880820,65+,male,majority,30y+,university,upper class,0.4955533459614399,1.0,after 2015,1.0,1.0,10238,13000.0,sedan,3,1,3,0.0
830294,65+,female,minority,30y+,high school,middle class,,1.0,before 2015,1.0,1.0,92101,13000.0,sedan,1,1,2,0.0
594112,65+,male,majority,30y+,high school,middle class,,1.0,before 2015,0.0,1.0,32765,11000.0,sedan,7,2,3,0.0
634006,26-39,male,majority,10-19y,university,upper class,0.6467083588488515,0.0,after 2015,1.0,0.0,32765,11000.0,sedan,6,0,1,0.0
419018,16-25,female,majority,0-9y,high school,working class,0.3198732815128818,0.0,before 2015,0.0,0.0,92101,,sedan,0,0,0,1.0
433183,26-39,female,majority,10-19y,none,working class,0.4910380133996946,1.0,before 2015,0.0,1.0,10238,16000.0,sedan,0,0,0,1.0
522707,65+,male,majority,30y+,high school,upper class,0.5944585157381121,1.0,before 2015,1.0,0.0,10238,14000.0,sedan,4,0,4,0.0
880371,26-39,male,majority,10-19y,high school,poverty,0.2606224091335968,0.0,before 2015,0.0,1.0,32765,12000.0,sedan,6,0,0,0.0
920252,65+,female,majority,20-29y,university,upper class,0.6656943190857183,1.0,after 2015,1.0,1.0,10238,10000.0,sedan,2,0,1,0.0
971543,16-25,male,majority,0-9y,high school,poverty,0.2104283800148802,0.0,before 2015,0.0,0.0,10238,15000.0,sedan,0,0,0,1.0
906649,16-25,female,majority,0-9y,high school,poverty,0.3904928315382309,0.0,before 2015,0.0,0.0,10238,11000.0,sedan,0,0,0,1.0
926255,65+,female,majority,30y+,university,upper class,0.5326246407175399,0.0,before 2015,1.0,0.0,10238,11000.0,sedan,1,0,1,0.0
294244,26-39,male,majority,10-19y,none,working class,0.3184456295189433,1.0,before 2015,1.0,1.0,10238,13000.0,sports car,1,0,2,0.0
65898,65+,female,majority,10-19y,high school,middle class,0.6212693959586079,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,1,1,1,0.0
520977,16-25,female,majority,0-9y,high school,poverty,0.2964579189655135,0.0,before 2015,0.0,1.0,10238,13000.0,sedan,0,0,0,0.0
402988,26-39,female,majority,10-19y,university,upper class,0.7417184644820252,1.0,after 2015,1.0,1.0,10238,11000.0,sedan,0,0,0,0.0
650065,65+,male,majority,30y+,university,upper class,,1.0,before 2015,1.0,1.0,10238,8000.0,sedan,4,0,5,0.0
795366,16-25,female,majority,0-9y,none,poverty,,0.0,before 2015,0.0,0.0,10238,14000.0,sedan,0,0,0,1.0
854754,40-64,male,majority,20-29y,high school,upper class,0.4903766586426402,1.0,after 2015,1.0,0.0,10238,16000.0,sedan,0,1,2,0.0
182758,16-25,male,majority,0-9y,high school,poverty,,0.0,before 2015,0.0,0.0,10238,14000.0,sedan,0,0,0,1.0
968311,65+,male,majority,10-19y,university,upper class,0.5787321513939002,1.0,after 2015,1.0,1.0,10238,7000.0,sedan,2,0,1,0.0
7048,16-25,male,majority,0-9y,university,upper class,,1.0,after 2015,0.0,0.0,10238,17000.0,sedan,0,0,0,0.0
21512,26-39,female,majority,10-19y,university,upper class,0.5188882562309625,1.0,after 2015,1.0,1.0,10238,9000.0,sedan,0,0,1,0.0
617007,40-64,male,majority,10-19y,university,upper class,0.5128461364179456,1.0,after 2015,1.0,1.0,10238,10000.0,sedan,4,0,2,0.0
663444,40-64,female,majority,10-19y,university,upper class,0.5842434269819075,1.0,before 2015,1.0,1.0,10238,9000.0,sedan,1,0,0,0.0
528908,26-39,male,majority,10-19y,high school,upper class,0.586404603348796,1.0,after 2015,1.0,1.0,32765,2000.0,sedan,3,0,1,0.0
700776,26-39,female,minority,10-19y,high school,upper class,,0.0,before 2015,0.0,0.0,10238,13000.0,sedan,1,0,1,0.0
132062,26-39,female,minority,0-9y,high school,working class,0.4521636357034289,1.0,before 2015,0.0,0.0,10238,15000.0,sedan,0,0,0,1.0
875379,40-64,male,minority,20-29y,university,upper class,0.6069875300207482,1.0,before 2015,0.0,1.0,10238,11000.0,sedan,3,1,3,0.0
140764,26-39,male,majority,10-19y,none,poverty,,0.0,before 2015,0.0,0.0,10238,12000.0,sedan,1,0,1,1.0
861693,65+,female,majority,10-19y,university,upper class,,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,0,0,0,0.0
485351,65+,male,majority,0-9y,university,upper class,0.4750104979182919,1.0,after 2015,0.0,0.0,32765,11000.0,sedan,0,0,0,0.0
2654,16-25,male,majority,0-9y,high school,poverty,0.2266204187196561,0.0,before 2015,0.0,1.0,10238,12000.0,sedan,0,0,0,1.0
962343,65+,male,majority,0-9y,university,upper class,,1.0,before 2015,1.0,0.0,10238,12000.0,sedan,0,0,0,0.0
443217,16-25,female,majority,0-9y,high school,poverty,0.3803445345644651,0.0,before 2015,0.0,0.0,32765,15000.0,sedan,0,0,0,1.0
701634,16-25,male,majority,0-9y,high school,poverty,0.2143218397025281,1.0,before 2015,0.0,0.0,32765,15000.0,sedan,0,0,0,1.0
550637,16-25,female,majority,0-9y,none,poverty,0.3959679247361437,0.0,before 2015,0.0,1.0,10238,14000.0,sedan,0,0,0,1.0
810830,40-64,male,majority,20-29y,high school,working class,0.492792355183104,0.0,before 2015,1.0,1.0,10238,11000.0,sedan,4,0,3,0.0
622631,40-64,female,majority,20-29y,university,upper class,0.5228435801363425,1.0,before 2015,1.0,0.0,10238,14000.0,sedan,0,1,2,0.0
569710,40-64,female,minority,0-9y,none,upper class,0.4961001371598092,1.0,after 2015,1.0,0.0,92101,14000.0,sedan,0,0,0,0.0
867300,65+,male,majority,0-9y,university,upper class,0.5183450827189473,1.0,after 2015,0.0,0.0,92101,,sedan,0,0,0,0.0
759694,40-64,female,majority,0-9y,university,upper class,0.6637738894818269,0.0,before 2015,1.0,1.0,10238,11000.0,sedan,0,0,0,0.0
199651,16-25,male,majority,0-9y,high school,working class,0.3667668775354431,1.0,before 2015,0.0,1.0,32765,,sedan,0,0,0,1.0
769972,65+,male,majority,30y+,high school,upper class,0.5426244160681951,0.0,before 2015,1.0,1.0,10238,11000.0,sedan,1,2,5,0.0
311722,16-25,female,majority,0-9y,none,poverty,0.3729905825054102,1.0,before 2015,0.0,0.0,10238,15000.0,sedan,0,0,0,0.0
727706,65+,male,majority,10-19y,university,upper class,0.5517639856736082,0.0,before 2015,1.0,1.0,10238,9000.0,sedan,0,0,2,1.0
987946,40-64,male,majority,20-29y,high school,working class,0.3257088395291581,1.0,before 2015,0.0,1.0,32765,10000.0,sedan,6,1,2,0.0
81474,26-39,female,majority,0-9y,high school,middle class,0.5891423791815076,0.0,after 2015,1.0,1.0,10238,10000.0,sedan,0,0,0,0.0
605896,26-39,female,majority,10-19y,none,poverty,0.3262403387046744,1.0,before 2015,0.0,1.0,32765,13000.0,sedan,2,0,0,1.0
392953,26-39,female,majority,0-9y,high school,middle class,0.4722447576591855,0.0,before 2015,1.0,0.0,32765,8000.0,sedan,0,0,0,1.0
600491,26-39,female,majority,10-19y,high school,working class,0.4263980866133057,0.0,before 2015,0.0,1.0,10238,14000.0,sedan,0,0,0,0.0
614254,65+,female,majority,30y+,high school,upper class,0.6080699138239518,1.0,before 2015,1.0,1.0,32765,7000.0,sedan,3,2,0,0.0
313857,16-25,female,minority,0-9y,none,poverty,0.3597423112305584,0.0,before 2015,0.0,0.0,10238,16000.0,sedan,0,0,0,1.0
575492,26-39,female,majority,10-19y,none,poverty,0.3440723769349517,1.0,before 2015,0.0,1.0,10238,15000.0,sedan,0,0,2,0.0
113911,26-39,female,minority,10-19y,high school,middle class,0.5850571880333831,0.0,before 2015,0.0,1.0,32765,8000.0,sedan,2,0,1,0.0
41820,40-64,female,majority,0-9y,high school,working class,0.4096777740824082,0.0,before 2015,0.0,0.0,10238,13000.0,sedan,0,0,0,1.0
74109,65+,female,majority,30y+,high school,upper class,0.7325167189145091,1.0,after 2015,0.0,1.0,10238,14000.0,sedan,1,1,1,0.0
683927,40-64,female,majority,20-29y,university,middle class,0.5849341635897704,0.0,before 2015,1.0,1.0,32765,7000.0,sedan,1,1,0,0.0
555049,26-39,female,majority,0-9y,high school,upper class,0.5317340905527375,1.0,before 2015,1.0,1.0,10238,14000.0,sedan,0,0,0,1.0
634176,40-64,male,majority,20-29y,high school,middle class,0.3714854162402074,1.0,before 2015,1.0,1.0,10238,,sedan,3,0,5,0.0
906507,40-64,female,majority,10-19y,university,upper class,0.5171310078682555,1.0,after 2015,1.0,1.0,32765,,sedan,2,0,0,0.0
265676,16-25,male,majority,0-9y,none,poverty,0.1693395631005956,0.0,before 2015,0.0,0.0,10238,14000.0,sedan,0,0,0,1.0
121496,40-64,male,majority,0-9y,none,middle class,0.5491989032257741,1.0,after 2015,1.0,1.0,10238,7000.0,sedan,0,0,0,0.0
973470,16-25,male,minority,0-9y,university,middle class,0.4699857525886301,1.0,before 2015,0.0,1.0,32765,11000.0,sedan,0,0,0,1.0
422563,40-64,male,majority,20-29y,university,upper class,0.6651879748430346,0.0,before 2015,0.0,1.0,10238,14000.0,sedan,2,0,1,0.0
89633,40-64,female,majority,20-29y,university,upper class,0.7005824087005094,1.0,after 2015,1.0,1.0,32765,,sedan,3,2,2,0.0
77873,40-64,male,minority,0-9y,university,upper class,0.5586854907694557,1.0,after 2015,1.0,1.0,10238,10000.0,sedan,0,0,0,0.0
18850,26-39,female,minority,10-19y,high school,poverty,0.175240246078814,0.0,before 2015,1.0,1.0,10238,14000.0,sedan,1,0,0,0.0
843827,26-39,female,majority,10-19y,university,upper class,0.5156581144811223,0.0,before 2015,0.0,1.0,10238,15000.0,sedan,0,0,1,0.0
324448,16-25,male,minority,0-9y,none,poverty,0.2652885371930958,0.0,before 2015,0.0,1.0,32765,,sedan,0,0,0,1.0
366481,26-39,female,majority,0-9y,high school,working class,0.592974630453278,0.0,before 2015,0.0,1.0,32765,10000.0,sedan,0,0,0,1.0
839572,40-64,male,majority,20-29y,high school,working class,0.4529442316093683,0.0,before 2015,1.0,1.0,10238,12000.0,sedan,3,0,1,0.0
818433,16-25,male,majority,0-9y,university,working class,0.2350866512184662,1.0,after 2015,0.0,0.0,10238,17000.0,sedan,0,0,0,0.0
671872,26-39,female,majority,10-19y,high school,working class,0.3715865728965999,0.0,before 2015,1.0,1.0,32765,11000.0,sedan,1,2,0,1.0
760083,65+,female,majority,30y+,university,upper class,0.7317510997528144,0.0,before 2015,0.0,1.0,10238,11000.0,sports car,3,1,3,0.0
380555,65+,male,majority,10-19y,university,upper class,,1.0,after 2015,0.0,0.0,10238,16000.0,sedan,1,0,0,0.0
809040,40-64,female,majority,20-29y,university,upper class,0.7754948133696272,0.0,after 2015,0.0,1.0,10238,14000.0,sedan,3,0,1,0.0
210978,40-64,female,majority,0-9y,high school,working class,0.5321225124933344,0.0,before 2015,0.0,0.0,10238,16000.0,sedan,0,0,0,1.0
201203,40-64,female,majority,20-29y,university,middle class,0.628190237209943,0.0,after 2015,0.0,0.0,32765,,sedan,0,0,0,0.0
220269,65+,female,majority,30y+,university,upper class,0.5824680179178995,1.0,before 2015,0.0,1.0,10238,14000.0,sedan,1,1,3,0.0
430796,40-64,female,majority,20-29y,none,upper class,0.6005077593091429,1.0,after 2015,0.0,1.0,10238,15000.0,sedan,0,1,1,0.0
31654,65+,male,minority,30y+,university,upper class,0.4698487774216746,1.0,after 2015,0.0,1.0,10238,12000.0,sedan,8,1,10,0.0
999039,26-39,female,majority,10-19y,university,middle class,0.4970631199385591,1.0,before 2015,1.0,1.0,32765,8000.0,sedan,1,0,0,0.0
992975,65+,female,majority,10-19y,none,middle class,0.6827064892633193,1.0,after 2015,0.0,1.0,32765,11000.0,sedan,3,0,0,0.0
454809,26-39,male,majority,0-9y,university,middle class,0.4280803263315709,0.0,before 2015,1.0,1.0,10238,7000.0,sedan,0,0,0,1.0
949343,26-39,female,majority,10-19y,high school,working class,0.3688705897717839,1.0,before 2015,0.0,0.0,10238,13000.0,sedan,0,0,0,0.0
89787,16-25,female,majority,0-9y,none,poverty,0.3543835237013797,1.0,before 2015,1.0,0.0,32765,13000.0,sedan,0,0,0,1.0
80718,26-39,male,majority,10-19y,university,upper class,0.6227949196734675,1.0,after 2015,1.0,1.0,10238,,sedan,1,0,2,0.0
823976,26-39,female,majority,10-19y,high school,working class,0.6027156169402226,1.0,after 2015,0.0,1.0,32765,12000.0,sedan,3,1,0,0.0
980800,65+,male,majority,30y+,university,upper class,0.6385371846477582,1.0,before 2015,1.0,1.0,10238,8000.0,sports car,4,0,8,0.0
542236,26-39,male,minority,10-19y,none,working class,0.436944194154781,1.0,before 2015,0.0,0.0,10238,12000.0,sedan,3,0,0,0.0
981019,26-39,female,majority,10-19y,high school,middle class,0.4592168939388092,1.0,before 2015,0.0,1.0,32765,,sedan,1,1,1,0.0
875592,40-64,male,majority,20-29y,university,upper class,0.5064172047172271,1.0,before 2015,0.0,1.0,32765,12000.0,sedan,4,1,1,0.0
347755,65+,male,minority,0-9y,university,upper class,0.6814422418900506,1.0,after 2015,1.0,1.0,10238,9000.0,sedan,0,0,0,0.0
273595,65+,female,majority,10-19y,university,upper class,0.4719024225308068,1.0,after 2015,1.0,1.0,10238,13000.0,sedan,0,0,0,0.0
313903,16-25,male,majority,0-9y,none,poverty,,0.0,before 2015,0.0,0.0,10238,14000.0,sedan,0,0,0,1.0
201418,26-39,female,majority,10-19y,university,working class,0.4048654473735125,1.0,before 2015,0.0,0.0,10238,16000.0,sedan,0,0,0,1.0
265296,40-64,female,majority,20-29y,high school,working class,0.4520404049216578,0.0,before 2015,0.0,1.0,32765,10000.0,sedan,0,2,0,0.0
35009,16-25,male,majority,0-9y,none,working class,0.3240569486205867,0.0,before 2015,1.0,1.0,32765,9000.0,sedan,0,0,0,1.0
707885,40-64,male,majority,20-29y,high school,working class,0.456883464869468,1.0,before 2015,0.0,1.0,32765,13000.0,sedan,5,0,1,0.0
