City_Code,Region_Code,Accomodation_Type,Reco_Insurance_Type,Upper_Age,Lower_Age,Is_Spouse,Health Indicator,Holding_Policy_Duration,Holding_Policy_Type,Reco_Policy_Cat,Reco_Policy_Premium,Response
C16,4742,Rented,Individual,21,21,No,X1,,,22,8792.0,0
C5,2556,Rented,Individual,33,33,No,X4,,,6,8862.0,1
C3,3815,Rented,Individual,31,31,No,X2,1.0,3.0,16,10136.0,0
C8,2136,Rented,Individual,60,60,No,,5.0,3.0,5,17264.0,0
C18,731,Owned,Joint,48,21,No,X1,1.0,2.0,15,19558.0,1
C2,1820,Rented,Individual,21,21,No,X4,,,17,8664.0,1
C1,205,Rented,Individual,75,75,No,X2,10.0,3.0,21,23220.0,0
C13,873,Rented,Joint,30,16,Yes,X2,6.0,3.0,6,11174.4,1
C3,2487,Owned,Individual,24,24,No,X2,2.0,3.0,4,3852.0,0
C10,1586,Owned,Joint,40,36,Yes,,13.0,3.0,18,24384.0,0
C9,3904,Rented,Individual,25,25,No,X1,,,12,9360.0,1
C4,4587,Rented,Joint,66,64,Yes,X1,2.0,3.0,18,20798.4,0
C1,4744,Owned,Individual,64,64,No,X3,,,16,15210.0,1
C4,755,Rented,Individual,27,27,No,X4,,,6,5088.0,0
C28,4509,Rented,Individual,18,18,No,X6,,,13,9108.0,0
C2,1060,Owned,Joint,44,41,Yes,X4,,,22,22935.0,1
C2,1845,Owned,Individual,31,31,No,X2,4.0,3.0,14,7644.0,0
C2,2016,Rented,Individual,37,37,No,X1,,,18,12672.0,0
C1,1274,Owned,Joint,45,18,No,,4.0,1.0,15,21159.6,1
C7,625,Owned,Joint,47,23,No,X3,,,20,15744.0,1
C3,2203,Rented,Individual,21,21,No,X1,,,22,5624.0,0
C8,934,Owned,Joint,38,37,Yes,,6.0,2.0,22,19701.0,1
C1,556,Rented,Individual,26,26,No,,,,12,9904.0,0
C2,1777,Owned,Individual,57,57,No,X1,2.0,3.0,22,18760.0,1
C1,2570,Owned,Individual,55,55,No,,3.0,4.0,17,20430.0,1
C16,22,Rented,Individual,31,31,No,X4,3.0,1.0,19,10496.0,1
C7,1995,Owned,Individual,51,51,No,,14+,3.0,22,12220.0,1
C2,158,Rented,Individual,27,27,No,,,,15,9472.0,1
C2,4463,Owned,Joint,31,28,Yes,X5,,,3,17203.2,0
C1,4,Rented,Individual,23,23,No,,1.0,3.0,7,11936.0,1
C21,5321,Owned,Individual,32,32,No,X5,11.0,1.0,13,8764.0,0
C12,965,Owned,Individual,56,56,No,X1,,,16,13920.0,1
C26,1076,Rented,Individual,42,42,No,X3,2.0,1.0,19,16192.0,0
C5,2527,Owned,Individual,60,60,No,X4,12.0,2.0,18,19140.0,1
C1,15,Owned,Individual,75,75,No,X1,14+,3.0,21,23902.0,0
C1,63,Owned,Individual,28,28,No,X1,6.0,3.0,17,10224.0,0
C2,2415,Owned,Joint,72,71,Yes,X3,7.0,4.0,15,20580.0,1
C10,193,Rented,Individual,43,43,No,X2,1.0,1.0,21,9506.0,0
C22,2108,Rented,Individual,54,54,No,X3,8.0,3.0,9,11304.0,1
C11,383,Rented,Individual,22,22,No,X3,1.0,3.0,14,7524.0,1
C11,480,Rented,Joint,26,25,Yes,,,,20,12460.8,0
C14,2460,Owned,Individual,57,57,No,X2,,,2,17064.0,0
C16,2573,Rented,Individual,22,22,No,,,,22,5240.0,1
C1,1735,Owned,Individual,56,56,No,X2,14+,1.0,19,14904.0,1
C6,2134,Rented,Individual,28,28,No,,,,12,4496.0,1
C8,2136,Rented,Individual,31,31,No,,1.0,1.0,5,13660.0,0
C1,2416,Owned,Individual,59,59,No,,,,16,13728.0,0
C2,1898,Owned,Joint,75,56,No,X2,14+,3.0,13,25849.6,0
C10,2303,Rented,Individual,34,34,No,,1.0,1.0,14,8904.0,1
C1,2157,Owned,Individual,64,64,No,X3,3.0,1.0,16,13376.0,1
C32,2715,Owned,Joint,61,54,Yes,,,,18,26928.0,0
C8,2015,Owned,Individual,24,24,No,,,,16,6400.0,0
C2,74,Rented,Individual,41,41,No,X1,4.0,1.0,12,10112.0,1
C1,1055,Rented,Individual,22,22,No,X1,,,7,10288.0,1
C7,1222,Owned,Joint,74,73,Yes,X5,,,19,29881.6,1
C1,3612,Rented,Individual,27,27,No,X6,1.0,2.0,13,9136.0,0
C2,463,Owned,Individual,60,60,No,X4,2.0,1.0,14,16128.0,0
C2,3251,Owned,Individual,62,62,No,X4,7.0,4.0,17,17108.0,0
C2,1918,Owned,Joint,68,64,Yes,,,,17,31152.0,1
C6,535,Rented,Individual,23,23,No,,1.0,3.0,17,6700.0,1
C17,901,Owned,Individual,50,50,No,X1,,,13,15036.0,1
C14,1963,Owned,Individual,56,56,No,X1,2.0,4.0,20,15932.0,0
C1,709,Rented,Joint,60,56,Yes,X2,6.0,3.0,18,25272.0,1
C7,2486,Owned,Individual,46,46,No,X3,8.0,1.0,19,9824.0,0
C5,1885,Rented,Individual,24,24,No,,,,15,5780.0,0
C22,254,Owned,Joint,60,59,Yes,X5,,,18,17309.6,0
C4,481,Owned,Individual,48,48,No,X2,10.0,1.0,19,13266.0,0
C11,1032,Rented,Individual,58,58,No,X1,,,19,17248.0,1
C15,1342,Rented,Individual,72,72,No,X2,1.0,2.0,1,13858.0,0
C13,5628,Owned,Individual,49,49,No,X2,3.0,1.0,16,10176.0,1
C1,4939,Owned,Individual,68,68,No,,2.0,1.0,16,21692.0,0
C15,50,Owned,Joint,50,21,No,,7.0,3.0,22,22011.0,1
C1,99,Owned,Individual,25,25,No,X4,,,5,10720.0,0
C7,389,Owned,Individual,33,33,No,,,,19,12220.0,1
C4,1031,Owned,Individual,58,58,No,,3.0,3.0,14,11380.0,1
C1,8,Rented,Individual,41,41,No,X4,14+,4.0,22,9184.0,1
C22,2,Owned,Individual,64,64,No,X2,6.0,3.0,9,17024.0,1
C29,112,Owned,Individual,24,24,No,X1,3.0,1.0,6,8768.0,0
C2,412,Owned,Joint,66,65,No,,1.0,3.0,22,25344.0,0
C7,998,Owned,Individual,25,25,No,,,,14,8912.0,1
C2,3915,Rented,Individual,24,24,No,,,,22,6850.0,1
C22,2,Rented,Individual,26,26,No,X3,,,18,9600.0,0
C2,675,Owned,Joint,66,59,Yes,X4,4.0,3.0,22,31212.0,0
C3,2864,Rented,Individual,25,25,No,X3,4.0,1.0,19,12258.0,1
C2,2329,Owned,Individual,41,41,No,X4,3.0,3.0,22,12384.0,0
C2,2725,Owned,Individual,56,56,No,X2,4.0,3.0,11,14280.0,0
C2,3273,Rented,Individual,39,39,No,X2,2.0,3.0,14,8680.0,0
C7,786,Owned,Individual,51,51,No,X2,,,20,12560.0,1
C17,2589,Owned,Joint,75,47,Yes,X4,14+,3.0,18,32614.4,0
C14,3258,Owned,Joint,62,61,Yes,,3.0,2.0,18,19866.0,1
C1,273,Owned,Individual,53,53,No,X1,10.0,3.0,18,16458.0,1
C4,1679,Rented,Individual,53,53,No,X1,11.0,1.0,16,11160.0,1
C17,2575,Rented,Individual,53,53,No,X3,14.0,1.0,12,15176.0,1
C2,1845,Rented,Individual,33,33,No,X1,6.0,4.0,17,9904.0,0
C8,558,Owned,Individual,54,54,No,,14+,4.0,17,15366.0,1
C7,5033,Owned,Individual,58,58,No,,,,21,14688.0,1
C6,2091,Rented,Joint,45,25,No,X3,4.0,3.0,22,15768.0,1
C3,4089,Rented,Individual,36,36,No,,,,19,9100.0,1
C18,1951,Rented,Individual,27,27,No,X1,3.0,2.0,19,11988.0,0
C1,520,Rented,Individual,68,68,No,X6,2.0,2.0,17,17670.0,0
C3,72,Rented,Individual,23,23,No,X2,2.0,3.0,12,6250.0,1
C19,2047,Owned,Joint,52,51,Yes,X6,8.0,2.0,19,21472.0,0
C20,2263,Rented,Individual,56,56,No,X4,,,22,16432.0,1
C12,104,Owned,Joint,62,55,Yes,X3,2.0,1.0,12,21940.8,0
C14,1392,Rented,Individual,20,20,No,X2,,,19,9702.0,0
C1,210,Owned,Joint,69,66,Yes,X5,,,7,27872.0,0
C5,75,Owned,Individual,30,30,No,X2,4.0,3.0,18,9696.0,0
C4,3027,Owned,Individual,62,62,No,,14+,4.0,5,13442.0,0
C1,894,Owned,Joint,75,74,Yes,X4,6.0,3.0,20,26325.0,0
C20,874,Rented,Individual,74,74,No,X1,2.0,1.0,12,21240.0,1
C5,1784,Owned,Individual,20,20,No,,,,20,8472.0,0
C5,1229,Owned,Individual,54,54,No,X1,,,17,14124.0,0
C7,4012,Rented,Individual,65,65,No,X6,10.0,1.0,1,20468.0,0
C18,2068,Rented,Individual,42,42,No,X1,,,16,15000.0,0
C1,1973,Owned,Individual,71,71,No,X3,,,18,18624.0,0
C12,115,Rented,Individual,75,75,No,X1,1.0,1.0,19,23112.0,0
C8,1345,Rented,Individual,25,25,No,X2,,,13,4984.0,1
C4,3493,Rented,Individual,46,46,No,X4,3.0,1.0,16,16978.0,1
C2,1924,Rented,Individual,23,23,No,X2,,,14,3894.0,0
C29,501,Rented,Individual,23,23,No,,,,12,2946.0,0
C3,2820,Rented,Individual,37,37,No,,14+,3.0,18,7572.0,1
C19,1897,Rented,Individual,29,29,No,X2,,,19,8268.0,0
C3,2158,Owned,Individual,42,42,No,X3,5.0,2.0,17,14476.0,1
C1,1965,Owned,Individual,64,64,No,,9.0,3.0,17,17524.0,1
C3,1103,Owned,Individual,31,31,No,,1.0,1.0,14,9312.0,1
C3,403,Owned,Joint,40,22,No,X3,1.0,1.0,2,20227.2,0
C11,480,Owned,Individual,31,31,No,X2,8.0,3.0,20,10242.0,0
C1,171,Owned,Individual,67,67,No,,,,5,18900.0,1
C2,1286,Rented,Joint,69,22,No,X2,3.0,3.0,11,28938.0,0
C8,3893,Owned,Individual,61,61,No,X1,2.0,3.0,12,13596.0,1
C3,1484,Owned,Joint,54,46,Yes,X3,5.0,1.0,16,18691.2,0
C10,124,Rented,Individual,35,35,No,X1,,,16,9632.0,1
C11,2000,Rented,Individual,60,60,No,X2,2.0,3.0,21,18088.0,1
C3,1130,Owned,Individual,35,35,No,X2,,,22,8764.0,1
C7,3079,Rented,Individual,24,24,No,X1,,,22,6380.0,1
C2,1275,Owned,Individual,20,20,No,,,,13,5830.0,1
C3,799,Rented,Individual,60,60,No,X4,7.0,4.0,17,18284.0,0
C1,32,Owned,Individual,56,56,No,X3,,,5,12400.0,0
C2,2267,Owned,Individual,52,52,No,,2.0,4.0,22,14952.0,1
C10,124,Rented,Individual,28,28,No,X1,4.0,4.0,18,9584.0,0
C7,208,Owned,Individual,69,69,No,,,,22,18976.0,1
C3,896,Owned,Joint,70,68,Yes,X2,12.0,3.0,21,27630.0,1
C6,368,Rented,Individual,36,36,No,X4,1.0,1.0,18,9338.0,0
C7,127,Owned,Individual,33,33,No,X4,8.0,3.0,18,12340.0,1
C20,170,Rented,Individual,56,56,No,X1,14+,4.0,22,13442.0,1
C16,4272,Owned,Joint,63,61,Yes,,,,6,25984.0,1
C1,27,Rented,Individual,30,30,No,X4,8.0,1.0,18,9324.0,1
C5,539,Owned,Individual,64,64,No,,10.0,3.0,8,19328.0,1
C1,6,Owned,Individual,33,33,No,X7,3.0,1.0,20,9282.0,1
C16,2598,Owned,Joint,69,68,Yes,X1,3.0,4.0,20,25536.0,0
C16,1354,Rented,Individual,21,21,No,X3,,,13,4592.0,1
C2,3285,Rented,Individual,36,36,No,,9.0,2.0,17,9254.0,0
C2,23,Owned,Individual,32,32,No,X3,8.0,3.0,21,8196.0,1
C16,3726,Rented,Individual,20,20,No,,,,2,8848.0,1
C20,1174,Owned,Individual,26,26,No,,1.0,1.0,22,7908.0,1
C14,4363,Rented,Individual,70,70,No,X1,,,5,19648.0,0
C13,396,Rented,Individual,21,21,No,X2,1.0,1.0,19,4792.0,0
C1,616,Rented,Individual,26,26,No,X4,,,18,7464.0,0
C33,2063,Rented,Individual,42,42,No,,,,2,11640.0,0
C7,1497,Owned,Joint,52,44,Yes,X2,,,1,17217.2,0
C4,3431,Rented,Individual,22,22,No,X1,,,22,5416.0,1
C25,2389,Rented,Individual,22,22,No,X1,,,15,3540.0,1
C6,400,Rented,Individual,24,24,No,,2.0,3.0,17,8036.0,0
C10,293,Owned,Individual,58,58,No,X2,3.0,3.0,11,18840.0,0
C4,1960,Rented,Individual,19,19,No,,,,14,5016.0,1
C4,953,Owned,Individual,71,71,No,X2,1.0,1.0,6,21888.0,1
C2,47,Owned,Joint,55,51,Yes,,6.0,3.0,22,21775.6,0
C2,1707,Owned,Joint,51,34,No,,,,14,20496.0,0
C3,64,Owned,Individual,69,69,No,,,,16,26554.0,0
C27,3718,Owned,Individual,53,53,No,X1,,,5,14592.0,1
C1,5457,Owned,Individual,45,45,No,X2,2.0,3.0,16,12402.0,0
C1,285,Owned,Individual,73,73,No,X4,4.0,4.0,18,21216.0,0
C2,2448,Rented,Joint,71,70,Yes,X2,,,16,31263.0,1
C20,132,Owned,Individual,31,31,No,X1,5.0,3.0,21,8358.0,0
C20,1182,Rented,Individual,46,46,No,,5.0,3.0,18,15120.0,1
C2,5918,Owned,Joint,73,70,Yes,X4,,,15,26521.6,1
C3,230,Owned,Individual,38,38,No,X1,,,22,10128.0,1
C12,104,Owned,Individual,47,47,No,X4,8.0,1.0,12,12220.0,1
C13,1267,Owned,Joint,61,60,No,,1.0,2.0,20,24768.0,1
C3,1057,Owned,Individual,56,56,No,,,,18,11940.0,0
C15,1203,Rented,Individual,75,75,No,X1,5.0,1.0,22,19180.0,0
C21,4831,Rented,Individual,34,34,No,X2,,,20,6850.0,1
C1,273,Owned,Individual,39,39,No,X4,,,19,12500.0,1
C1,69,Owned,Individual,69,69,No,X1,,,13,16302.0,0
C13,2817,Rented,Individual,75,75,No,X2,14+,3.0,17,22040.0,0
C4,136,Rented,Individual,66,66,No,X3,,,15,19958.0,1
C7,1198,Owned,Individual,38,38,No,X1,6.0,1.0,16,14234.0,0
C13,946,Owned,Individual,64,64,No,,9.0,3.0,19,17164.0,1
C2,4422,Rented,Individual,22,22,No,,,,14,6880.0,0
C5,788,Owned,Individual,34,34,No,X7,,,5,12816.0,1
C1,2499,Rented,Individual,25,25,No,X3,,,19,8220.0,1
C8,1946,Rented,Joint,47,42,No,X4,1.0,3.0,15,24156.0,0
C4,184,Rented,Joint,60,58,Yes,X1,,,22,24024.0,0
C2,3529,Owned,Individual,52,52,No,X2,14+,3.0,18,14740.0,0
C9,20,Rented,Individual,35,35,No,,2.0,4.0,22,13420.0,1
C35,4597,Rented,Individual,20,20,No,,,,12,7728.0,1
C1,1329,Owned,Individual,61,61,No,X2,7.0,2.0,20,20352.0,1
C8,3774,Rented,Individual,45,45,No,,14+,2.0,14,11880.0,1
C4,1172,Owned,Joint,49,18,No,X3,5.0,1.0,2,14627.2,0
C6,202,Rented,Individual,21,21,No,X2,1.0,2.0,1,6780.0,0
C17,914,Rented,Joint,30,24,Yes,X2,3.0,4.0,1,15372.0,0
C22,3406,Rented,Individual,22,22,No,X2,,,1,7658.0,0
C2,444,Owned,Individual,46,46,No,X2,,,18,14248.0,0
C15,803,Owned,Joint,54,51,Yes,,4.0,3.0,22,28266.0,0
C2,2283,Owned,Individual,50,50,No,,10.0,4.0,17,11592.0,0
C3,2483,Owned,Individual,75,75,No,X3,,,12,22320.0,1
C11,3589,Owned,Individual,27,27,No,X5,4.0,2.0,1,9504.0,0
C4,1362,Owned,Individual,53,53,No,X6,,,9,14832.0,0
C6,195,Owned,Individual,40,40,No,X3,5.0,3.0,10,12240.0,1
C4,266,Rented,Individual,26,26,No,X4,,,22,5280.0,1
C2,5374,Owned,Individual,50,50,No,X2,5.0,1.0,14,12520.0,1
C4,1347,Rented,Individual,22,22,No,,2.0,3.0,12,8816.0,1
C27,5128,Owned,Individual,52,52,No,,14+,3.0,10,12280.0,1
C7,274,Owned,Joint,59,21,Yes,X1,12.0,3.0,5,25662.0,1
C4,1554,Owned,Joint,53,50,Yes,,,,10,23712.0,0
C33,2757,Rented,Individual,62,62,No,X1,2.0,3.0,8,19020.0,1
C1,633,Owned,Joint,72,48,No,X7,14+,1.0,12,27417.6,1
C19,240,Owned,Joint,52,43,Yes,X4,14+,1.0,19,24921.6,1
C12,828,Rented,Individual,21,21,No,X4,,,22,3984.0,0
C1,275,Owned,Joint,71,69,Yes,X3,,,21,30139.2,1
C3,962,Rented,Individual,34,34,No,,3.0,3.0,21,7776.0,1
C27,1059,Owned,Individual,71,71,No,X2,3.0,3.0,10,15392.0,1
C7,1749,Owned,Individual,59,59,No,,1.0,3.0,5,16660.0,0
C7,2238,Rented,Individual,57,57,No,X2,,,20,16978.0,1
C16,1739,Rented,Individual,36,36,No,X1,,,14,11240.0,0
C1,1645,Owned,Joint,70,59,Yes,X5,3.0,3.0,19,30290.4,0
C1,757,Owned,Individual,65,65,No,X3,3.0,2.0,19,21250.0,1
C15,769,Owned,Joint,35,28,Yes,,14.0,2.0,21,21648.0,0
C2,4216,Owned,Individual,44,44,No,X1,,,22,15096.0,1
C7,887,Owned,Individual,19,19,No,X3,,,22,2756.0,1
C3,1406,Rented,Individual,24,24,No,,,,2,3570.0,0
C14,2601,Rented,Individual,75,75,No,X1,8.0,3.0,18,21384.0,1
C4,1172,Rented,Joint,68,46,No,X2,10.0,3.0,18,26748.8,1
C16,100,Rented,Joint,29,27,Yes,X3,2.0,2.0,22,7948.8,0
C22,2,Owned,Individual,25,25,No,,,,18,6010.0,0
C34,774,Rented,Individual,22,22,No,X3,,,2,7868.0,1
C2,3715,Rented,Joint,27,26,Yes,X1,5.0,4.0,22,17100.8,1
C1,469,Owned,Individual,59,59,No,,8.0,3.0,16,16128.0,0
C15,1191,Owned,Joint,61,58,Yes,,,,10,33894.4,1
C2,2886,Owned,Individual,51,51,No,X1,14+,3.0,20,15796.0,0
C13,2375,Owned,Individual,55,55,No,,2.0,2.0,13,11528.0,0
C1,644,Owned,Individual,65,65,No,X2,,,20,15288.0,0
C10,2852,Owned,Joint,75,45,Yes,,,,18,31620.0,0
C16,1262,Rented,Individual,44,44,No,X4,4.0,1.0,15,14304.0,1
C1,1399,Owned,Joint,59,58,Yes,X7,14+,2.0,5,25009.6,0
C1,4588,Rented,Individual,64,64,No,X3,3.0,4.0,22,20768.0,0
C9,813,Rented,Individual,44,44,No,X2,4.0,3.0,4,15624.0,0
C1,1662,Rented,Joint,51,20,No,X1,,,7,26481.0,1
C16,2804,Rented,Joint,40,19,Yes,,,,17,16632.0,0
C1,434,Owned,Joint,75,74,Yes,X1,5.0,4.0,17,26376.0,1
C7,2247,Rented,Joint,46,19,Yes,X3,4.0,2.0,15,18757.2,1
C2,3233,Owned,Joint,59,58,Yes,X2,14.0,3.0,3,25804.8,1
C3,4388,Rented,Individual,42,42,No,X2,,,16,10704.0,1
C3,2837,Rented,Individual,24,24,No,X3,1.0,4.0,17,8862.0,0
C20,1491,Rented,Individual,35,35,No,X3,2.0,3.0,22,8260.0,1
C2,1744,Owned,Individual,75,75,No,X5,4.0,3.0,15,22230.0,1
C9,1358,Owned,Joint,64,58,No,X1,,,6,25670.4,1
C17,2315,Owned,Joint,67,65,Yes,X1,,,12,26367.0,0
C1,2790,Rented,Individual,46,46,No,X2,13.0,3.0,22,11960.0,1
C35,1468,Owned,Individual,25,25,No,X1,,,15,9486.0,1
C24,1075,Rented,Individual,29,29,No,X8,1.0,4.0,15,6270.0,1
C4,470,Rented,Joint,35,34,Yes,X1,14+,3.0,12,10963.2,1
C1,505,Rented,Individual,45,45,No,X1,6.0,1.0,16,14388.0,1
C23,1,Owned,Individual,33,33,No,,10.0,3.0,18,5700.0,0
C8,278,Rented,Individual,24,24,No,,2.0,4.0,16,4308.0,0
C3,87,Owned,Joint,53,19,Yes,X1,,,12,21344.0,0
C6,2296,Rented,Individual,25,25,No,X2,1.0,3.0,4,10080.0,1
C1,300,Owned,Individual,47,47,No,X3,14+,3.0,21,11880.0,0
C9,10,Owned,Joint,28,25,Yes,X3,,,12,17020.8,1
C8,2141,Rented,Individual,43,43,No,X1,,,20,14608.0,1
C1,25,Owned,Joint,43,18,No,X1,11.0,1.0,22,15724.8,1
C2,712,Owned,Individual,71,71,No,X1,11.0,4.0,22,24480.0,0
C18,523,Owned,Joint,59,58,Yes,X1,7.0,2.0,20,22617.6,1
C19,3631,Rented,Individual,21,21,No,X1,,,15,3804.0,1
C2,706,Rented,Individual,51,51,No,X3,2.0,3.0,18,12380.0,1
C1,3088,Rented,Individual,31,31,No,X3,6.0,3.0,20,13800.0,1
C4,1638,Rented,Joint,63,62,Yes,X1,,,22,32512.0,1
C7,594,Owned,Joint,69,23,No,X3,2.0,1.0,22,30240.0,1
C3,875,Rented,Individual,32,32,No,,1.0,1.0,16,10992.0,1
C4,209,Owned,Individual,43,43,No,X2,,,22,14472.0,1
C3,938,Owned,Individual,43,43,No,X2,14+,3.0,9,15264.0,1
C3,1694,Rented,Individual,26,26,No,X2,2.0,1.0,19,9870.0,0
C4,793,Rented,Joint,22,20,Yes,,1.0,1.0,16,9975.0,1
C21,4602,Owned,Individual,56,56,No,,10.0,3.0,15,17760.0,1
C8,1409,Owned,Individual,66,66,No,,14+,2.0,22,19104.0,0
C2,2831,Owned,Individual,75,75,No,X4,3.0,4.0,17,17920.0,0
C4,105,Rented,Joint,24,23,Yes,X1,4.0,4.0,22,7179.2,1
C8,2526,Rented,Individual,30,30,No,X3,3.0,3.0,6,7020.0,1
C10,1144,Owned,Individual,58,58,No,X7,,,17,20700.0,1
C3,1850,Rented,Individual,22,22,No,X1,,,22,4200.0,0
C5,1292,Owned,Individual,55,55,No,X6,8.0,1.0,9,16484.0,0
C6,891,Owned,Individual,39,39,No,X2,14+,2.0,20,7512.0,1
C9,20,Rented,Individual,38,38,No,X2,2.0,1.0,12,8162.0,1
C2,672,Rented,Individual,25,25,No,X4,,,18,4896.0,1
C3,2334,Owned,Individual,33,33,No,,,,19,10320.0,0
C2,675,Rented,Joint,75,73,Yes,X1,9.0,3.0,11,31550.4,1
C12,3605,Rented,Individual,21,21,No,X4,,,16,6950.0,1
C1,3053,Rented,Joint,52,35,Yes,X1,5.0,1.0,5,24315.2,0
C20,1681,Rented,Individual,59,59,No,X1,,,15,10480.0,1
C2,17,Owned,Individual,61,61,No,X1,,,11,16950.0,0
C1,169,Owned,Individual,63,63,No,X2,7.0,3.0,21,18180.0,0
C6,2237,Rented,Individual,21,21,No,X3,,,6,3738.0,0
C6,3136,Rented,Individual,26,26,No,X4,,,22,7440.0,1
C26,1713,Owned,Joint,58,23,Yes,,10.0,3.0,21,28899.0,0
C9,263,Rented,Individual,52,52,No,,4.0,1.0,4,15576.0,0
C1,2272,Owned,Joint,53,43,Yes,X5,2.0,4.0,19,28000.0,0
C1,134,Owned,Individual,63,63,No,X3,5.0,1.0,19,18390.0,1
C4,688,Owned,Individual,42,42,No,X3,6.0,1.0,19,13662.0,1
C6,3624,Rented,Individual,22,22,No,X3,,,10,6600.0,0
C1,183,Owned,Joint,64,62,Yes,X2,6.0,4.0,22,29088.0,1
C1,4075,Owned,Individual,64,64,No,X3,2.0,1.0,16,22624.0,0
C2,1444,Owned,Individual,42,42,No,X4,,,12,11264.0,0
C1,583,Owned,Individual,54,54,No,X2,,,17,13944.0,1
C3,3700,Owned,Individual,23,23,No,X3,,,13,9456.0,1
C2,925,Owned,Joint,63,22,Yes,X3,14+,3.0,21,22750.0,0
C1,305,Rented,Individual,59,59,No,X4,6.0,3.0,8,13020.0,0
C8,2523,Rented,Individual,19,19,No,X3,,,20,4710.0,0
C6,1760,Rented,Individual,24,24,No,X6,,,13,5120.0,0
C8,349,Rented,Individual,58,58,No,X3,,,2,14616.0,0
C10,2602,Owned,Individual,41,41,No,X5,,,17,13376.0,1
C14,1608,Rented,Individual,35,35,No,X4,9.0,1.0,19,11070.0,1
C3,3410,Owned,Individual,45,45,No,X1,1.0,2.0,20,13860.0,1
C1,1287,Owned,Individual,46,46,No,,2.0,1.0,16,11358.0,1
C2,21,Rented,Joint,59,37,Yes,X1,2.0,3.0,14,19936.0,0
C1,123,Owned,Individual,42,42,No,X4,4.0,3.0,18,13068.0,1
C8,5189,Rented,Individual,62,62,No,X3,9.0,1.0,19,19296.0,1
C4,628,Owned,Individual,44,44,No,X1,1.0,4.0,18,10782.0,0
C10,124,Owned,Individual,56,56,No,,3.0,3.0,21,16614.0,1
C3,957,Rented,Individual,21,21,No,X1,,,22,4356.0,0
C6,959,Rented,Individual,22,22,No,X1,,,17,5144.0,0
C8,1141,Owned,Individual,56,56,No,X4,,,12,20220.0,1
C20,680,Owned,Joint,25,24,Yes,,,,17,17107.2,0
C2,2252,Owned,Joint,69,66,Yes,X3,6.0,3.0,21,25849.6,1
C4,4810,Owned,Individual,28,28,No,X2,,,18,9744.0,1
C19,423,Owned,Individual,70,70,No,,1.0,1.0,12,19278.0,1
C3,678,Owned,Individual,35,35,No,,1.0,1.0,16,13100.0,0
C2,646,Rented,Individual,66,66,No,X3,12.0,1.0,3,17808.0,1
C7,3880,Rented,Individual,23,23,No,,,,10,6520.0,1
C3,250,Rented,Individual,26,26,No,X3,1.0,3.0,12,6804.0,0
C2,1847,Rented,Individual,27,27,No,,1.0,3.0,18,8946.0,0
C9,3408,Owned,Joint,62,55,Yes,X2,3.0,3.0,21,27792.0,1
C10,1144,Rented,Individual,44,44,No,X1,3.0,1.0,17,9534.0,1
C28,3988,Owned,Individual,19,19,No,X2,,,22,5752.0,1
C2,218,Owned,Joint,63,28,No,X1,,,18,26832.0,1
C17,420,Rented,Individual,32,32,No,,2.0,1.0,19,6600.0,1
C3,2596,Rented,Individual,26,26,No,X3,,,17,6340.0,0
C6,2952,Rented,Individual,45,45,No,,,,22,10320.0,1
C6,3593,Owned,Individual,74,74,No,X4,14+,3.0,17,19992.0,0
C4,1596,Owned,Individual,75,75,No,X2,,,8,20298.0,1
C1,843,Rented,Individual,44,44,No,X2,7.0,1.0,15,10638.0,1
C5,5949,Owned,Individual,43,43,No,X2,8.0,2.0,20,15288.0,1
C29,3037,Rented,Joint,47,32,Yes,X2,,,18,14256.0,1
C1,36,Owned,Individual,61,61,No,X1,1.0,3.0,20,15384.0,0
C9,401,Rented,Individual,26,26,No,X4,2.0,4.0,22,9840.0,1
C1,3850,Owned,Individual,75,75,No,,10.0,1.0,19,26904.0,0
C12,639,Rented,Individual,24,24,No,X1,,,16,6440.0,0
C18,4092,Rented,Individual,25,25,No,X3,5.0,1.0,2,7188.0,1
C1,1993,Owned,Individual,70,70,No,X4,6.0,4.0,22,20706.0,1
C26,1076,Rented,Individual,66,66,No,X1,1.0,3.0,22,23120.0,1
C2,204,Rented,Individual,25,25,No,X3,2.0,3.0,22,10784.0,1
C1,1327,Owned,Individual,73,73,No,X1,10.0,1.0,8,17136.0,0
C2,23,Rented,Individual,48,48,No,X4,10.0,1.0,3,15532.0,0
C25,2591,Rented,Individual,22,22,No,X1,1.0,3.0,20,6996.0,0
C3,2079,Owned,Individual,52,52,No,X1,,,4,16068.0,1
C28,3212,Rented,Individual,37,37,No,X1,4.0,4.0,22,8792.0,1
C1,273,Owned,Individual,57,57,No,X4,6.0,3.0,22,17948.0,1
C4,3431,Owned,Joint,29,28,Yes,X3,3.0,1.0,16,13632.0,0
C11,694,Owned,Joint,49,20,Yes,X1,,,15,21888.0,0
C1,1693,Owned,Individual,65,65,No,,10.0,3.0,19,19296.0,0
C3,3139,Rented,Individual,32,32,No,X1,,,22,13140.0,1
C7,1779,Owned,Joint,47,21,No,X1,,,2,22680.0,1
C23,177,Owned,Joint,56,55,Yes,X6,,,22,21450.0,1
C3,1208,Owned,Individual,75,75,No,,4.0,3.0,2,16828.0,0
C19,3313,Owned,Individual,27,27,No,X4,,,20,7836.0,1
C7,2262,Rented,Individual,21,21,No,X1,,,22,10704.0,1
